0, 354
1, 14697
2, 52523
3, 170888
4, 262848
5, 479720
6, 613090
7, 871418
8, 927079
9, 1104692
10, 1100679
11, 1126608
12, 1006533
13, 941111
14, 778212
15, 688118
16, 512619
17, 416544
18, 312207
19, 234704
20, 163994
21, 120269
22, 82287
23, 58689
24, 39130
25, 29377
26, 20482
27, 14466
28, 9985
29, 7027
30, 4696
31, 3169
32, 2175
33, 1518
34, 1131
35, 701
36, 390
37, 271
38, 154
39, 72
40, 9
41, 7
42, 1
43, 1
44, 0
45, 0
46, 0
47, 0
48, 0
49, 0
50, 0
51, 0
52, 0
53, 0
54, 0
55, 0
56, 0
57, 0
58, 0
59, 0
60, 0
61, 0
62, 0
63, 0
64, 0
65, 0
66, 0
67, 0
68, 0
69, 0
70, 0
71, 0
72, 0
73, 0
74, 0
75, 0
76, 0
77, 0
78, 0
79, 0
80, 0
81, 0
82, 0
83, 0
84, 0
85, 0
86, 0
87, 0
88, 0
89, 0
90, 0
91, 0
92, 0
93, 0
94, 0
95, 0
96, 0
97, 0
98, 0
99, 0
100, 0
101, 0
102, 0
103, 0
104, 0
105, 0
106, 0
107, 0
108, 0
109, 0
110, 0
111, 0
112, 0
113, 0
114, 0
115, 0
116, 0
117, 0
118, 0
119, 0
120, 0
121, 0
122, 0
123, 0
124, 0
125, 0
126, 0
127, 0
128, 0
129, 0
130, 0
131, 0
132, 0
133, 0
134, 0
135, 0
136, 0
137, 0
138, 0
139, 0
140, 0
141, 0
142, 0
143, 0
144, 0
145, 0
146, 0
147, 0
148, 0
149, 0
